string_0,string_1,number_0,number_1,number_2,number_3,number_4,number_5,target,is_test,line_id
Москва,Friday,20513.0,13.9926897861479,19929.0,2005.0,3890.0,6,2.921,0,1295
Новосибирск,Wednesday,790632.0,630.209002686861,768899.0,39230.0,66737.0,4,0.894,0,1296
Новосибирск,Thursday,263324.0,199.128359687574,300025.0,12943.0,32682.0,4,1.679,0,1297
Москва,Wednesday,190577.0,172.100758089377,201967.0,9536.0,11132.0,5,0.931,0,1298
Ростов-на-Дону,Friday,7900.0,6.12349974512809,8431.0,1387.0,2895.0,5,2.872,0,1299
Москва,Monday,19871.0,13.0490489889351,18570.0,2032.0,3628.0,12,0.942,0,1300
Москва,Wednesday,224679.0,197.060927316973,,10412.0,,10,2.172,0,1301
Санкт-Петербург,Thursday,1337557.0,1012.06363383783,1420377.0,58817.0,126415.0,10,5.002,0,1302
Нижний Новгород,Friday,11960.0,7.88190979305948,16326.0,1744.0,7218.0,4,2.993,0,1303
Нижний Новгород,Friday,1287233.0,971.148625705354,,61042.0,,4,3.356,0,1305
Нижний Новгород,Tuesday,804065.0,560.169685932949,676974.0,42250.0,41466.0,6,6.998,0,1306
Москва,Tuesday,8208.0,5.91273536180058,7836.0,1351.0,2167.0,20,0.728,0,1307
Самара,Wednesday,778878.0,599.979880592416,910577.0,41582.0,73449.0,1,4.937,0,1311
Хабаровск,Tuesday,2107432.0,1421.51641495926,2372723.0,90858.0,210147.0,6,6.667,0,1314
Самара,Monday,22409.0,18.1156536494835,25588.0,2605.0,5026.0,7,0.953,0,1315
Нижний Новгород,Friday,329085.0,243.173664078995,,17637.0,,4,3.005,0,1316
Нижний Новгород,Tuesday,634647.0,524.034330587055,,31212.0,,6,1.802,0,1317
Ростов-на-Дону,Monday,414629.0,321.962282676186,,21632.0,,6,2.833,0,1318
Екатеринбург,Thursday,7648.0,6.81500202404462,8517.0,1144.0,3538.0,5,1.567,0,1320
Нижний Новгород,Friday,14922.0,11.0028841204997,16271.0,1675.0,5516.0,4,3.013,0,1321
Екатеринбург,Friday,71765.0,63.7871512716377,,4407.0,,1,5.012,0,1322
Москва,Thursday,22959.0,15.9157040625027,24450.0,2165.0,4260.0,9,1.879,0,1324
Екатеринбург,Friday,84325.0,56.4466124612558,,5083.0,,7,2.933,0,1325
Хабаровск,Tuesday,,1366.21412391309,,,,1,13.566,0,1326
Самара,Thursday,436290.0,341.331098560409,489673.0,23529.0,46460.0,6,3.89,0,1327
Екатеринбург,Thursday,200397.0,182.851250152305,265685.0,9669.0,35846.0,5,1.476,0,1328
Екатеринбург,Friday,371705.0,288.562242153148,390728.0,17798.0,30110.0,4,2.935,0,1329
Санкт-Петербург,Friday,16664.0,12.0044942797951,14697.0,1963.0,3007.0,4,3.053,0,1330
Санкт-Петербург,Friday,8648.0,6.89323789518771,7974.0,1475.0,2813.0,4,3.041,0,1331
Санкт-Петербург,Friday,8964.0,7.03103510273415,9289.0,1562.0,3424.0,4,3.086,0,1332
Москва,Wednesday,9907.0,5.94259685067359,10464.0,1543.0,2344.0,18,0.936,0,1333
Самара,Wednesday,525289.0,439.030505924,,25812.0,,5,9.035,0,1334
Москва,Thursday,195512.0,181.620166228492,203980.0,10892.0,16062.0,6,1.373,0,1335
Москва,Friday,796560.0,674.797849322289,462447.0,38593.0,18774.0,4,6.252,0,1336
Москва,Friday,110771.0,100.463463628348,115551.0,6683.0,10362.0,6,2.479,0,1344
Нижний Новгород,Thursday,778496.0,575.908919664247,,37576.0,,5,4.116,0,1346
Москва,Wednesday,27366.0,15.146022000294,17715.0,1981.0,3623.0,9,1.283,0,1347
Москва,Monday,83105.0,71.4064182977682,79050.0,5122.0,9049.0,11,0.562,0,1348
Хабаровск,Friday,2107432.0,1421.51641495926,2372723.0,90858.0,210147.0,6,9.119,0,1349
Хабаровск,Tuesday,753561.0,643.380484360364,845588.0,35022.0,56719.0,6,2.256,0,1350
Москва,Tuesday,38483.0,23.834127549872,4048290.0,3308.0,213864.0,4,0.95,0,1351
Москва,Thursday,965800.0,904.960006712636,1080036.0,42660.0,71431.0,4,3.838,0,1354
Нижний Новгород,Wednesday,10469.0,5.94478989773648,10579.0,1290.0,3917.0,6,1.045,0,1355
Екатеринбург,Tuesday,525481.0,350.12469277429,,26915.0,,6,2.285,0,1356
Москва,Thursday,13591.0,8.79297248678644,14865.0,1251.0,3025.0,12,1.595,0,1358
Екатеринбург,Wednesday,513765.0,395.109315309628,1098043.0,23190.0,114471.0,6,5.151,0,1359
Нижний Новгород,Monday,234967.0,199.869295600689,,12600.0,,4,0.961,0,1360
Екатеринбург,Friday,390504.0,319.907527896999,428884.0,18510.0,40974.0,4,3.06,0,1362
Москва,Wednesday,,1333.73990479212,,,,3,10.874,0,1363
Екатеринбург,Wednesday,16606.0,14.2754536635905,,1858.0,,5,0.855,0,1364
Москва,Monday,23266.0,14.3809763374848,25531.0,2115.0,4353.0,16,1.189,0,1365
Нижний Новгород,Thursday,634797.0,523.277579369311,,31217.0,,5,4.166,0,1366
Москва,Friday,471460.0,407.007545068522,499911.0,23209.0,38717.0,3,0.877,0,1369
Москва,Tuesday,6111.0,2.8856885971369,5355.0,1150.0,1799.0,10,0.829,0,1371
Ростов-на-Дону,Thursday,347626.0,301.331912832807,366817.0,17067.0,29626.0,5,1.541,0,1373
Хабаровск,Monday,1345566.0,1023.16113009992,1427925.0,58006.0,97077.0,4,5.278,0,1375
Москва,Wednesday,278576.0,251.213706919187,296405.0,14353.0,23094.0,5,0.993,0,1377
Москва,Friday,18396.0,12.2219166136254,15683.0,1657.0,2906.0,8,2.604,0,1378
Екатеринбург,Thursday,152186.0,137.135037879033,152636.0,8289.0,12249.0,5,4.719,0,1379
Москва,Tuesday,52006.0,42.0341232200409,48414.0,3518.0,5619.0,7,0.878,0,1382
Самара,Wednesday,410275.0,364.493571866777,433440.0,19444.0,34292.0,4,2.528,0,1383
Екатеринбург,Friday,1435454.0,1083.89687613394,1302213.0,67520.0,92766.0,5,4.27,0,1384
Новосибирск,Wednesday,196582.0,170.466295498921,,9336.0,,6,3.067,0,1386
Хабаровск,Wednesday,3119192.0,2204.28604436748,3338399.0,144169.0,264440.0,5,3.026,0,1387
Новосибирск,Thursday,273154.0,205.491363650825,306460.0,13420.0,34275.0,4,1.657,0,1388
Москва,Wednesday,19038.0,14.7349687296156,19491.0,1865.0,4750.0,11,1.233,0,1389
Екатеринбург,Tuesday,214824.0,197.272441714616,252858.0,10795.0,32433.0,5,0.819,0,1391
Екатеринбург,Wednesday,939688.0,815.960135781168,912286.0,44184.0,56894.0,5,2.541,0,1392
Хабаровск,Friday,3170883.0,2174.26956776486,,146855.0,,2,11.189,0,1395
Москва,Tuesday,511403.0,458.978483800006,602721.0,21182.0,29282.0,6,1.551,0,1396
Нижний Новгород,Thursday,692626.0,562.524283402628,,34478.0,,5,5.229,0,1398
Ростов-на-Дону,Thursday,305673.0,274.642902120503,,15262.0,,5,5.879,0,1400
Хабаровск,Monday,1119040.0,917.175399982477,1312158.0,46543.0,95105.0,4,7.255,0,1401
Хабаровск,Tuesday,1088589.0,518.891700429075,,90015.0,,7,7.545,0,1403
Екатеринбург,Tuesday,5376.0,4.11795480998085,6319.0,900.0,2365.0,5,0.806,0,1404
Ростов-на-Дону,Friday,286742.0,255.391736294526,302664.0,13079.0,26400.0,4,2.867,0,1407
Москва,Monday,410156.0,371.235371140231,427449.0,17938.0,19833.0,6,0.533,0,1408
Санкт-Петербург,Monday,1440.0,0.738235030685507,864.0,426.0,650.0,5,0.932,0,1409
Москва,Monday,43296.0,28.1932582607739,35972.0,3077.0,6567.0,3,0.751,0,1411
Екатеринбург,Thursday,208077.0,192.192762762153,256408.0,10289.0,33007.0,5,1.449,0,1412
Москва,Thursday,53601.0,48.542756798473,61432.0,4152.0,7144.0,5,1.554,0,1413
Ростов-на-Дону,Thursday,761963.0,638.884532869718,828341.0,37112.0,57638.0,5,5.01,0,1414
Новосибирск,Friday,795822.0,635.318325885381,,39659.0,,5,2.373,0,1415
Москва,Thursday,189817.0,170.626450246367,203636.0,9335.0,12647.0,5,1.54,0,1416
Екатеринбург,Friday,958325.0,830.198801083443,914095.0,45982.0,55212.0,5,2.948,0,1417
Нижний Новгород,Friday,642050.0,458.279082954123,,32761.0,,4,4.883,0,1418
Москва,Thursday,249939.0,221.03302776837,,13575.0,,5,4.31,0,1419
Екатеринбург,Tuesday,152904.0,127.098802430034,,8171.0,,8,3.252,0,1421
Самара,Monday,2496.0,1.69765738770786,2664.0,444.0,1170.0,6,0.895,0,1422
Москва,Friday,28491.0,13.7216260116855,18477.0,2228.0,4140.0,5,2.953,0,1425
Екатеринбург,Thursday,16606.0,14.2754536635905,,1858.0,,5,1.444,0,1426
Москва,Friday,30751.0,15.4690464970911,23624.0,2299.0,3656.0,7,3.036,0,1427
Нижний Новгород,Monday,692626.0,562.524283402628,,34478.0,,4,2.817,0,1430
Хабаровск,Thursday,3118852.0,2205.43351044332,3335093.0,143945.0,263129.0,7,3.798,0,1432
Москва,Wednesday,460238.0,416.651184115753,475460.0,21277.0,37176.0,2,3.269,0,1433
Хабаровск,Thursday,2344443.0,1542.94892764553,,109665.0,,10,5.547,0,1434
Москва,Tuesday,13128.0,9.54753345123696,13927.0,1447.0,2858.0,9,0.892,0,1436
Москва,Friday,64948.0,49.3589284326384,62086.0,3828.0,9200.0,4,2.93,0,1439
Новосибирск,Friday,367633.0,303.99884474346,456360.0,17698.0,26868.0,5,2.836,0,1440
Екатеринбург,Friday,955910.0,827.783643083787,908793.0,45809.0,55628.0,5,2.888,0,1443
Екатеринбург,Monday,5420.0,3.70460533818961,5594.0,916.0,2057.0,6,0.788,0,1444
Новосибирск,Friday,233382.0,196.029239155131,236560.0,12662.0,23600.0,6,2.906,0,1445
Ростов-на-Дону,Tuesday,508615.0,442.57772514004,,23242.0,,6,1.818,0,1446
Самара,Friday,248609.0,175.064042245211,,14366.0,,4,4.478,0,1447
Москва,Wednesday,34589.0,22.7842293165391,27547.0,3027.0,5167.0,9,1.298,0,1449
Екатеринбург,Tuesday,1583155.0,1204.61078136669,,74681.0,,6,9.243,0,1450
Екатеринбург,Wednesday,3279.0,2.21600814212649,3018.0,751.0,1922.0,5,0.895,0,1453
Екатеринбург,Wednesday,513765.0,395.109315309628,1098043.0,23190.0,114471.0,6,5.082,0,1454
Санкт-Петербург,Friday,15661.0,12.8345325470508,16302.0,2291.0,4444.0,4,3.098,0,1455
Хабаровск,Wednesday,2665244.0,1976.42463374582,,118561.0,,5,4.999,0,1456
Москва,Monday,124778.0,101.085193626291,118616.0,7116.0,12828.0,7,0.663,0,1457
Москва,Tuesday,29567.0,19.8063662113582,32230.0,2447.0,5079.0,9,0.791,0,1458
Екатеринбург,Thursday,352004.0,314.783604666364,,17985.0,,5,1.748,0,1459
Нижний Новгород,Friday,779127.0,566.511801592931,882502.0,38501.0,80958.0,2,2.999,0,1462
Москва,Thursday,25494.0,15.318535275687,24960.0,2350.0,5068.0,10,2.023,0,1464
Нижний Новгород,Friday,782224.0,570.996014498273,884490.0,38594.0,81849.0,4,3.044,0,1465
Москва,Thursday,3944.0,2.58993886491814,5270.0,798.0,1826.0,8,1.465,0,1466
Екатеринбург,Thursday,532201.0,398.212469234418,,26503.0,,6,4.79,0,1467
Нижний Новгород,Wednesday,631277.0,523.521653391719,,31022.0,,5,2.546,0,1470
Москва,Monday,189730.0,176.048101738957,193161.0,10170.0,15415.0,5,0.57,0,1471
Новосибирск,Thursday,245051.0,196.672889417454,241484.0,13311.0,24498.0,4,1.545,0,1474
Самара,Monday,437314.0,343.987757334557,487670.0,23527.0,44714.0,7,1.984,0,1475
Москва,Monday,469197.0,405.405377746714,499352.0,22883.0,38329.0,7,0.929,0,1476
Москва,Wednesday,466160.0,371.229117967078,518542.0,20287.0,58835.0,28,2.631,0,1477
Ростов-на-Дону,Tuesday,290981.0,256.494482375817,297878.0,13567.0,25192.0,5,0.858,0,1478
Нижний Новгород,Friday,490367.0,376.46216318688,,25637.0,,5,8.191,0,1479
Хабаровск,Tuesday,,1727.50000168352,,,,7,5.79,0,1480
Москва,Thursday,11050.0,8.12907264553561,11820.0,1398.0,3733.0,9,1.85,0,1481
Ростов-на-Дону,Thursday,416803.0,323.572778057232,,22007.0,,6,4.764,0,1482
Ростов-на-Дону,Tuesday,19855.0,15.3165443483366,,2163.0,,6,0.758,0,1483
Москва,Friday,469079.0,407.376976364522,502031.0,23029.0,34853.0,6,2.813,0,1484
Хабаровск,Monday,4278582.0,1597.21957485656,,201609.0,,6,3.488,0,1485
Екатеринбург,Wednesday,666449.0,497.531573284077,905037.0,33232.0,110879.0,6,2.631,0,1486
Новосибирск,Friday,432529.0,346.123390115607,,20682.0,,5,4.371,0,1487
Москва,Friday,352585.0,302.394044694524,,16941.0,,3,6.884,0,1488
Санкт-Петербург,Tuesday,2115.0,1.44886058120588,1531.0,461.0,1147.0,5,0.962,0,1490
Екатеринбург,Wednesday,96120.0,89.853224743006,104358.0,5902.0,11237.0,6,3.386,0,1491
Хабаровск,Thursday,,1041.02256119028,,,,1,19.546,0,1492
Екатеринбург,Tuesday,7973.0,5.95736171988446,8903.0,1078.0,3418.0,6,0.862,0,1493
Москва,Friday,20965.0,11.4473562016412,16207.0,1951.0,3757.0,7,2.889,0,1495
Москва,Friday,32079.0,23.2406440080842,30623.0,2668.0,4508.0,7,2.955,0,1497
Екатеринбург,Friday,981675.0,649.631982044987,,44026.0,,5,3.335,0,1498
Екатеринбург,Wednesday,252376.0,209.3677749531,,14365.0,,5,1.989,0,1499
Ростов-на-Дону,Tuesday,117321.0,88.7846126026738,,6954.0,,6,3.56,0,1500
Ростов-на-Дону,Friday,3912.0,2.28370690446733,3532.0,618.0,2641.0,4,2.88,0,1503
Москва,Thursday,187316.0,170.202662604083,200953.0,9252.0,10388.0,5,1.578,0,1504
Нижний Новгород,Wednesday,783698.0,570.850461606203,886474.0,38707.0,81810.0,5,2.572,0,1507
Екатеринбург,Monday,491482.0,358.04214742326,749165.0,25330.0,79318.0,6,1.181,0,1508
Москва,Friday,30169.0,22.9843038869317,35096.0,2871.0,5110.0,6,2.246,0,1510
Ростов-на-Дону,Wednesday,7900.0,6.12349974512809,8431.0,1387.0,2895.0,5,0.816,0,1511
Москва,Friday,63557.0,39.1902871398409,46738.0,3723.0,5356.0,8,2.786,0,1513
Санкт-Петербург,Thursday,300367.0,263.161258209062,,14535.0,,5,1.642,0,1516
Екатеринбург,Tuesday,498182.0,364.070268136886,739804.0,25928.0,77521.0,5,1.142,0,1518
Самара,Tuesday,1191491.0,781.399069080261,974340.0,62501.0,93606.0,5,2.361,0,1519
Нижний Новгород,Wednesday,324254.0,234.843206420646,343318.0,17214.0,61163.0,5,6.045,0,1520
Москва,Tuesday,39021.0,25.7433620719607,32629.0,2873.0,4696.0,7,0.775,0,1521
Москва,Tuesday,28823.0,19.9670771073557,28806.0,2658.0,4808.0,8,0.919,0,1523
Москва,Wednesday,5033.0,2.74718546231309,5448.0,842.0,1963.0,8,1.256,0,1524
Ростов-на-Дону,Wednesday,452839.0,328.205264662668,,21754.0,,5,4.938,0,1525
Ростов-на-Дону,Tuesday,359297.0,312.826973610204,,17274.0,,6,3.578,0,1526
Санкт-Петербург,Thursday,15925.0,12.3350841950496,15238.0,2081.0,3363.0,5,1.524,0,1527
Хабаровск,Monday,2100558.0,1574.55635321076,2324237.0,89301.0,149969.0,4,6.066,0,1528
Новосибирск,Thursday,246060.0,205.593207111768,249151.0,13300.0,24878.0,4,1.552,0,1530
Екатеринбург,Thursday,237300.0,205.217914060336,,11079.0,,4,5.891,0,1531
Москва,Wednesday,20433.0,13.4074232020595,18748.0,2028.0,3236.0,12,1.151,0,1535
Москва,Wednesday,11068.0,10.2894504696293,14706.0,1335.0,2924.0,13,1.184,0,1536
Екатеринбург,Tuesday,358085.0,290.707875848436,388932.0,17434.0,28631.0,5,0.757,0,1537
Екатеринбург,Wednesday,368073.0,303.726081487798,,18245.0,,3,7.525,0,1538
Екатеринбург,Wednesday,359208.0,290.35502981743,388456.0,17687.0,29714.0,3,0.801,0,1539
Самара,Friday,1961.0,1.45087295569155,2149.0,459.0,1581.0,4,2.9,0,1542
Новосибирск,Friday,800216.0,640.020304519092,782497.0,40129.0,69837.0,5,2.468,0,1544
Москва,Friday,333889.0,300.86337724541,343500.0,15291.0,25274.0,5,5.93,0,1545
Ростов-на-Дону,Tuesday,75754.0,61.2293994739241,108846.0,4718.0,9077.0,6,0.714,0,1546
Москва,Thursday,976769.0,911.559206698032,1079122.0,43593.0,72152.0,4,3.746,0,1547
Нижний Новгород,Thursday,639863.0,525.125306170402,,31539.0,,5,4.197,0,1548
Нижний Новгород,Monday,655008.0,538.953114275869,,32420.0,,4,2.933,0,1549
Москва,Wednesday,87314.0,66.8863585644809,75701.0,5593.0,8331.0,6,1.069,0,1550
Москва,Friday,39516.0,32.7828566781574,47079.0,3492.0,7725.0,6,2.455,0,1551
Москва,Wednesday,30983.0,18.8473160597861,31945.0,2491.0,5638.0,8,0.924,0,1552
Ростов-на-Дону,Monday,286821.0,257.02870986646,306190.0,13036.0,27259.0,5,0.79,0,1553
Санкт-Петербург,Monday,15661.0,12.8345325470508,16302.0,2291.0,4444.0,5,0.99,0,1554
Ростов-на-Дону,Friday,905861.0,773.132136023033,,44749.0,,4,3.094,0,1555
Нижний Новгород,Thursday,1287233.0,971.148625705354,,61042.0,,5,4.015,0,1558
Москва,Friday,404497.0,346.313246780079,398299.0,19318.0,23495.0,5,2.844,0,1559
Москва,Wednesday,47558.0,35.3990709164581,40915.0,3647.0,6048.0,5,0.724,0,1560
Самара,Wednesday,430211.0,345.426981932179,482467.0,23587.0,43914.0,5,2.664,0,1561
Самара,Thursday,412476.0,341.556885951608,,22267.0,,6,4.045,0,1562
Самара,Thursday,412834.0,366.544656658484,438243.0,19805.0,34245.0,6,3.943,0,1563
Екатеринбург,Friday,370215.0,286.948481791622,394509.0,17403.0,30290.0,4,2.847,0,1564
Москва,Wednesday,163031.0,134.020846299286,163680.0,8975.0,13623.0,6,0.997,0,1565
Москва,Wednesday,194796.0,172.653439791522,196015.0,9528.0,9618.0,6,1.056,0,1566
Санкт-Петербург,Monday,14843.0,12.1930419683466,14790.0,1905.0,3041.0,5,0.968,0,1567
Москва,Monday,22959.0,15.9157040625027,24450.0,2165.0,4260.0,15,0.943,0,1569
Санкт-Петербург,Tuesday,15328.0,12.8861636704781,15991.0,2263.0,3973.0,5,1.019,0,1570
Новосибирск,Tuesday,253083.0,200.585675671585,315638.0,12486.0,24407.0,5,0.826,0,1571
Москва,Thursday,971133.0,909.432682364683,1073879.0,43292.0,69705.0,8,3.835,0,1572
Новосибирск,Thursday,800216.0,640.020304519092,782497.0,40129.0,69837.0,6,1.454,0,1573
Москва,Monday,514663.0,447.745380444983,504698.0,22774.0,29400.0,7,2.329,0,1574
Москва,Thursday,39516.0,32.7828566781574,47079.0,3492.0,7725.0,6,1.028,0,1575
Москва,Wednesday,372764.0,327.383709096834,,17874.0,,6,2.268,0,1576
Екатеринбург,Monday,227280.0,206.070854519002,267997.0,11575.0,36374.0,5,0.967,0,1577
Хабаровск,Tuesday,3146777.0,2232.20666637885,,145023.0,,5,4.066,0,1579
Екатеринбург,Wednesday,1433857.0,1083.0651255576,1301401.0,67301.0,92290.0,8,4.901,0,1583
Екатеринбург,Monday,372653.0,332.763401453776,368707.0,18131.0,23017.0,5,1.92,0,1584
Новосибирск,Saturday,7417.0,4.54654886566062,6839.0,1065.0,3325.0,1,3.155,0,1585
Екатеринбург,Friday,209381.0,193.970873258888,256006.0,10520.0,32807.0,5,2.877,0,1586
Ростов-на-Дону,Monday,698362.0,611.298227964999,736398.0,33174.0,73269.0,4,2.775,0,1587
Москва,Tuesday,225018.0,191.026919964272,,11279.0,,8,1.263,0,1588
Санкт-Петербург,Wednesday,6045.0,4.84986294292293,6715.0,915.0,2102.0,5,0.93,0,1589
Екатеринбург,Monday,1802165.0,1377.77801110002,,86872.0,,6,8.687,0,1590
Новосибирск,Wednesday,,1224.10675662309,,,,7,5.49,0,1595
Новосибирск,Friday,376320.0,303.797280697726,466361.0,18255.0,28318.0,5,3.211,0,1597
Новосибирск,Friday,1060771.0,679.724526047729,,51376.0,,9,6.27,0,1598
Санкт-Петербург,Wednesday,45345.0,38.4634969328366,44781.0,2823.0,5404.0,4,5.914,0,1599
Екатеринбург,Tuesday,230358.0,201.739389626527,,11262.0,,6,0.928,0,1600
Москва,Monday,983378.0,916.466651741571,1088734.0,44170.0,73253.0,5,2.093,0,1601
Санкт-Петербург,Thursday,11126.0,9.10427012283438,10722.0,1788.0,2308.0,5,1.694,0,1603
Екатеринбург,Wednesday,1120.0,0.932486086897646,1117.0,357.0,819.0,7,0.691,0,1605
Москва,Monday,511662.0,459.053262011348,602931.0,21229.0,51791.0,4,1.284,0,1606
Москва,Tuesday,532071.0,474.502791068305,,24777.0,,7,4.274,0,1607
Москва,Wednesday,23886.0,18.0671614304657,22687.0,2344.0,3605.0,9,1.265,0,1608
Екатеринбург,Thursday,364759.0,328.839314560275,,17245.0,,5,3.955,0,1611
Санкт-Петербург,Tuesday,19063.0,13.3374204797157,19552.0,2184.0,5438.0,5,1.011,0,1613
Новосибирск,Friday,269188.0,202.730261727095,306084.0,13675.0,33664.0,5,2.438,0,1614
Москва,Tuesday,49523.0,36.5694527369263,43699.0,3601.0,7786.0,12,1.014,0,1615
Хабаровск,Wednesday,756567.0,646.653074458257,839330.0,35401.0,54589.0,4,3.282,0,1616
Хабаровск,Tuesday,756252.0,647.018967766495,847962.0,35141.0,57006.0,8,2.662,0,1617
Москва,Monday,79823.0,70.6316073657241,,4718.0,,11,0.697,0,1618
Москва,Thursday,38709.0,30.3762633650322,38315.0,2682.0,6345.0,4,1.91,0,1619
Ростов-на-Дону,Wednesday,347626.0,301.331912832807,366817.0,17067.0,29626.0,6,0.895,0,1620
Новосибирск,Wednesday,790358.0,631.558243994245,769748.0,39254.0,67058.0,6,0.865,0,1621
Санкт-Петербург,Monday,26083.0,23.1503266947069,25715.0,2662.0,3720.0,5,0.99,0,1622
Екатеринбург,Wednesday,327124.0,303.130866436066,330458.0,17154.0,25771.0,10,0.95,0,1623
Новосибирск,Friday,560850.0,436.11702881917,,27201.0,,6,6.308,0,1624
Нижний Новгород,Friday,972834.0,715.133076583152,,46601.0,,13,2.99,0,1626
Москва,Thursday,196885.0,181.748753614225,205188.0,11173.0,16086.0,5,1.529,0,1628
Москва,Wednesday,20949.0,15.4049729173678,24242.0,1948.0,4834.0,10,1.176,0,1629
Новосибирск,Thursday,233382.0,196.029239155131,236560.0,12662.0,23600.0,4,1.748,0,1630
Нижний Новгород,Tuesday,629514.0,522.482421753206,,30835.0,,6,1.868,0,1631
Москва,Monday,16726.0,14.6892780885454,20506.0,1786.0,3920.0,13,0.918,0,1633
Нижний Новгород,Monday,774692.0,565.56534600583,878200.0,37819.0,78837.0,4,1.895,0,1634
Самара,Wednesday,240029.0,173.188435867589,,13550.0,,7,4.286,0,1635
Ростов-на-Дону,Tuesday,163077.0,128.47867464416,178425.0,8144.0,13241.0,10,1.939,0,1636
Москва,Monday,1002611.0,914.008999695426,,44978.0,,10,2.161,0,1637
Москва,Tuesday,58246.0,36.7791704706363,44892.0,3839.0,8158.0,12,0.771,0,1638
Москва,Monday,7770.0,5.12793576080724,8108.0,1003.0,2910.0,11,0.906,0,1639
Нижний Новгород,Wednesday,11150.0,8.29210399522627,11508.0,1594.0,4693.0,10,0.901,0,1642
Москва,Friday,18861.0,12.8804459491767,15226.0,1569.0,3499.0,18,2.831,0,1644
Хабаровск,Friday,2670607.0,1977.27267880946,2897307.0,119174.0,233999.0,5,3.757,0,1645
Хабаровск,Friday,185487.0,158.942816603938,176186.0,9430.0,13201.0,8,3.097,0,1646
Москва,Thursday,292893.0,246.702087980196,372348.0,16684.0,20071.0,5,1.604,0,1647
Москва,Thursday,6748.0,3.47988932867959,5673.0,1108.0,2138.0,16,1.673,0,1648
Самара,Friday,227762.0,167.997756033183,523925.0,12491.0,42827.0,4,4.369,0,1649
Новосибирск,Thursday,264328.0,199.738034625578,301343.0,13112.0,32921.0,5,2.102,0,1650
Москва,Wednesday,521130.0,464.967201349411,600713.0,21560.0,28776.0,8,2.051,0,1651
Екатеринбург,Friday,1124495.0,878.47780239649,,52646.0,,5,3.109,0,1652
Ростов-на-Дону,Friday,351716.0,304.082296075365,369043.0,17500.0,30525.0,4,1.443,0,1653
Москва,Thursday,23782.0,17.5706540898358,23013.0,2417.0,3694.0,9,1.972,0,1654
Санкт-Петербург,Monday,194560.0,164.512036684631,281017.0,10664.0,23421.0,3,0.855,0,1655
Самара,Friday,3298.0,2.92360292400097,3313.0,606.0,1205.0,4,2.816,0,1656
Санкт-Петербург,Thursday,967314.0,830.576882166898,,46728.0,,5,4.078,0,1658
Самара,Tuesday,242199.0,176.467629466144,,13447.0,,7,3.277,0,1660
Москва,Wednesday,27115.0,15.7262829974784,20236.0,2511.0,4465.0,18,0.963,0,1661
Санкт-Петербург,Monday,16812.0,10.8143769043367,13263.0,1937.0,2959.0,5,0.993,0,1663
Нижний Новгород,Friday,778496.0,575.908919664247,,37576.0,,4,2.998,0,1665
Нижний Новгород,Monday,13378.0,10.2894103916627,33409.0,3153.0,7423.0,3,0.979,0,1666
Москва,Tuesday,6748.0,3.47988932867959,5673.0,1108.0,2138.0,21,0.846,0,1667
Самара,Friday,10223.0,8.09858861846919,11184.0,1481.0,3185.0,4,2.799,0,1668
Самара,Wednesday,379210.0,268.691717817693,346329.0,19715.0,23524.0,7,8.138,0,1669
Екатеринбург,Friday,211767.0,193.784051024252,254380.0,10523.0,33556.0,7,2.821,0,1670
Екатеринбург,Friday,472092.0,387.669870786878,,23976.0,,2,3.786,0,1671
Екатеринбург,Friday,1342422.0,1021.22407767029,,63542.0,,5,3.137,0,1672
Москва,Wednesday,109751.0,87.3953710946764,96799.0,5801.0,6967.0,6,1.289,0,1673
Екатеринбург,Thursday,509983.0,368.053216836266,772651.0,26431.0,68024.0,8,2.563,0,1677
Москва,Thursday,66664.0,40.6826633114072,45720.0,4002.0,6512.0,8,1.608,0,1678
Санкт-Петербург,Thursday,14976.0,12.421762571824,15641.0,2206.0,3950.0,5,1.881,0,1679
Москва,Tuesday,52850.0,49.7201900523254,71499.0,4049.0,7859.0,8,0.873,0,1680
Екатеринбург,Friday,24744.0,17.5806955139623,,1984.0,,5,3.848,0,1681
Санкт-Петербург,Friday,21740.0,13.0788285859568,17717.0,2082.0,4080.0,4,3.026,0,1682
Москва,Wednesday,5516.0,4.1521618037904,5681.0,1169.0,1804.0,15,0.967,0,1683
Санкт-Петербург,Monday,1207528.0,899.071371981566,,53111.0,,5,4.359,0,1685
Екатеринбург,Monday,387503.0,291.789275344132,405242.0,18547.0,32039.0,5,0.84,0,1686
Москва,Tuesday,8771.0,7.23615942541411,8765.0,1123.0,1883.0,13,0.826,0,1689
Новосибирск,Monday,800216.0,640.020304519092,782497.0,40129.0,69837.0,5,1.137,0,1690
Санкт-Петербург,Wednesday,2115.0,1.44886058120588,1531.0,461.0,1147.0,5,1.03,0,1691
Москва,Friday,425656.0,318.660417413379,,18300.0,,8,4.447,0,1694
Новосибирск,Thursday,798014.0,635.2224079832,,39943.0,,4,1.738,0,1695
Хабаровск,Thursday,3134198.0,1933.42076206899,,151871.0,,4,10.178,0,1697
Екатеринбург,Monday,395915.0,290.043162051631,466018.0,18044.0,43358.0,5,4.513,0,1698
Екатеринбург,Monday,511166.0,369.6683109258,735327.0,26448.0,71008.0,5,1.246,0,1699
Екатеринбург,Tuesday,544075.0,479.194609092102,540799.0,26307.0,37984.0,6,6.918,0,1701
